id,timestamp,team_id,type,slug,currency_delta,data,internal_data,strong_currency_delta,hint_refunded
44672,2026-01-16 18:39:54.49677-05,993,hint_responded,this_puzzle_has_been_here_the_whole_time,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44691,2026-01-16 18:40:08.818813-05,44,hint_requested,welcome_to_mit,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}",NULL,0,NULL
44709,2026-01-16 18:40:42.827256-05,1006,hint_responded,novelty_store,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""novelty_store"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44719,2026-01-16 18:40:54.037123-05,8,hint_responded,urban_angst,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44729,2026-01-16 18:41:02.071002-05,53,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44748,2026-01-16 18:41:21.130896-05,134,hint_requested,exsportise,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""exsportise"",""type"":""puzzle""}}",NULL,0,NULL
44755,2026-01-16 18:41:33.16366-05,964,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
44789,2026-01-16 18:41:47.582257-05,997,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
44812,2026-01-16 18:42:10.5322-05,812,hint_requested,do_they_have_chemistry,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""do_they_have_chemistry"",""type"":""puzzle""}}",NULL,0,NULL
44830,2026-01-16 18:42:21.185433-05,44,hint_responded,welcome_to_mit,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44831,2026-01-16 18:42:22.036424-05,760,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
44834,2026-01-16 18:42:24.55224-05,993,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
44855,2026-01-16 18:42:45.412002-05,3,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44857,2026-01-16 18:42:47.125117-05,20,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44927,2026-01-16 18:43:54.931943-05,4,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
44934,2026-01-16 18:44:01.066215-05,50,hint_requested,exsportise,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""exsportise"",""type"":""puzzle""}}",NULL,0,NULL
44937,2026-01-16 18:44:03.787771-05,18,hint_requested,mechanical_soft_diet,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}",NULL,0,NULL
44939,2026-01-16 18:44:07.239684-05,828,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
44942,2026-01-16 18:44:10.417305-05,1025,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
44974,2026-01-16 18:44:18.729785-05,964,hint_responded,this_puzzle_has_been_here_the_whole_time,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45005,2026-01-16 18:44:46.083344-05,812,hint_responded,do_they_have_chemistry,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""do_they_have_chemistry"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45008,2026-01-16 18:44:50.376904-05,33,hint_requested,welcome_to_mit,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}",NULL,0,NULL
45009,2026-01-16 18:44:50.794388-05,529,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
45016,2026-01-16 18:44:58.272271-05,67,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
45034,2026-01-16 18:45:20.033495-05,629,hint_requested,gen_nu_brain_rot,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""gen_nu_brain_rot"",""type"":""puzzle""}}",NULL,0,NULL
45035,2026-01-16 18:45:22.630773-05,997,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45041,2026-01-16 18:45:26.38702-05,30,hint_requested,shopping_spree,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}",NULL,0,NULL
45059,2026-01-16 18:45:55.471464-05,364,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45065,2026-01-16 18:46:05.305124-05,47,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
45138,2026-01-16 18:46:40.059049-05,760,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45183,2026-01-16 18:47:22.235748-05,30,hint_responded,shopping_spree,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45213,2026-01-16 18:47:41.683842-05,47,hint_responded,this_puzzle_has_been_here_the_whole_time,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45215,2026-01-16 18:47:44.57735-05,562,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45218,2026-01-16 18:47:46.718697-05,925,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
45222,2026-01-16 18:47:56.131251-05,1006,hint_requested,bird_calls,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}",NULL,0,NULL
45230,2026-01-16 18:48:11.500283-05,134,hint_responded,exsportise,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""exsportise"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45232,2026-01-16 18:48:15.703323-05,993,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45233,2026-01-16 18:48:16.250199-05,976,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
45249,2026-01-16 18:48:37.307514-05,925,hint_responded,this_puzzle_has_been_here_the_whole_time,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45272,2026-01-16 18:48:55.636939-05,1025,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
45310,2026-01-16 18:49:41.038706-05,67,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45425,2026-01-16 18:50:50.146777-05,529,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45433,2026-01-16 18:50:58.300424-05,929,hint_requested,mechanical_soft_diet,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}",NULL,0,NULL
45438,2026-01-16 18:51:05.468364-05,976,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45443,2026-01-16 18:51:08.810969-05,499,hint_requested,welcome_to_mit,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}",NULL,0,NULL
45457,2026-01-16 18:51:14.315839-05,1570,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
45463,2026-01-16 18:51:21.056849-05,988,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
45477,2026-01-16 18:51:34.918864-05,267,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45483,2026-01-16 18:51:40.106292-05,4,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45490,2026-01-16 18:51:44.821406-05,1005,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
45499,2026-01-16 18:51:59.810945-05,812,hint_requested,bird_calls,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}",NULL,0,NULL
45530,2026-01-16 18:52:08.800491-05,56,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45565,2026-01-16 18:52:20.058938-05,44,hint_requested,bird_calls,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}",NULL,0,NULL
45610,2026-01-16 18:52:56.24135-05,1005,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45612,2026-01-16 18:52:57.379813-05,802,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
45619,2026-01-16 18:53:10.43455-05,35,hint_requested,bird_calls,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}",NULL,0,NULL
45763,2026-01-16 18:55:05.343058-05,1570,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45772,2026-01-16 18:55:08.397678-05,266,hint_responded,shopping_spree,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45782,2026-01-16 18:55:17.011139-05,50,hint_responded,exsportise,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""exsportise"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45804,2026-01-16 18:55:43.336006-05,828,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45814,2026-01-16 18:55:50.388336-05,14,hint_requested,mechanical_soft_diet,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}",NULL,0,NULL
45836,2026-01-16 18:56:12.772291-05,988,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45839,2026-01-16 18:56:17.380056-05,1025,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
45899,2026-01-16 18:56:51.706294-05,859,hint_requested,do_they_have_chemistry,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""do_they_have_chemistry"",""type"":""puzzle""}}",NULL,0,NULL
45920,2026-01-16 18:57:05.499017-05,364,hint_requested,urban_angst,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}",NULL,0,NULL
45949,2026-01-16 18:57:23.706049-05,629,hint_responded,gen_nu_brain_rot,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""gen_nu_brain_rot"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46066,2026-01-16 18:59:05.03473-05,812,hint_responded,bird_calls,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46077,2026-01-16 18:59:13.5989-05,1006,hint_responded,bird_calls,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46160,2026-01-16 19:00:09.705194-05,364,hint_responded,urban_angst,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46180,2026-01-16 19:00:17.624031-05,33,hint_responded,welcome_to_mit,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46224,2026-01-16 19:00:41.9039-05,1568,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
46233,2026-01-16 19:00:59.278635-05,4,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
46234,2026-01-16 19:00:59.356726-05,35,hint_responded,bird_calls,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46242,2026-01-16 19:01:06.797837-05,944,hint_requested,drop_star_from_teams,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""drop_star_from_teams"",""type"":""puzzle""}}",NULL,0,NULL
46291,2026-01-16 19:01:36.955072-05,629,hint_requested,bird_calls,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}",NULL,0,NULL
46387,2026-01-16 19:02:17.786508-05,1568,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46408,2026-01-16 19:02:48.883307-05,50,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
46500,2026-01-16 19:03:32.34199-05,997,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
46513,2026-01-16 19:03:45.761975-05,33,hint_requested,urban_angst,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}",NULL,0,NULL
46537,2026-01-16 19:04:08.663762-05,802,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46554,2026-01-16 19:04:33.674413-05,44,hint_responded,bird_calls,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46578,2026-01-16 19:04:54.270278-05,802,hint_requested,gen_nu_brain_rot,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""gen_nu_brain_rot"",""type"":""puzzle""}}",NULL,0,NULL
46606,2026-01-16 19:05:25.623331-05,997,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46607,2026-01-16 19:05:26.572326-05,18,hint_responded,mechanical_soft_diet,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46626,2026-01-16 19:05:44.842471-05,4,hint_responded,this_puzzle_has_been_here_the_whole_time,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46632,2026-01-16 19:05:52.412128-05,929,hint_responded,mechanical_soft_diet,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46633,2026-01-16 19:05:54.834553-05,944,hint_responded,drop_star_from_teams,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""drop_star_from_teams"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46639,2026-01-16 19:05:59.780949-05,67,hint_requested,shopping_spree,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}",NULL,0,NULL
46644,2026-01-16 19:06:03.483857-05,20,hint_requested,welcome_to_mit,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""welcome_to_mit"",""type"":""puzzle""}}",NULL,0,NULL
46679,2026-01-16 19:06:46.833236-05,859,hint_responded,do_they_have_chemistry,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""do_they_have_chemistry"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46685,2026-01-16 19:06:52.945843-05,629,hint_responded,bird_calls,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""bird_calls"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46721,2026-01-16 19:07:12.410433-05,134,hint_requested,a_wanderers_colorlog,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}",NULL,0,NULL
46724,2026-01-16 19:07:21.440832-05,47,hint_requested,urban_angst,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}",NULL,0,NULL
46729,2026-01-16 19:07:31.587937-05,51,hint_requested,shopping_spree,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}",NULL,0,NULL
46744,2026-01-16 19:07:44.306683-05,33,hint_responded,urban_angst,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46777,2026-01-16 19:08:22.940382-05,6,hint_requested,drop_star_from_teams,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""drop_star_from_teams"",""type"":""puzzle""}}",NULL,0,NULL
46805,2026-01-16 19:08:57.728382-05,50,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46862,2026-01-16 19:09:32.589797-05,56,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
46871,2026-01-16 19:09:39.594267-05,14,hint_responded,mechanical_soft_diet,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""mechanical_soft_diet"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46899,2026-01-16 19:10:13.511185-05,802,hint_responded,gen_nu_brain_rot,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""gen_nu_brain_rot"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46900,2026-01-16 19:10:16.58528-05,993,hint_requested,this_puzzle_has_been_here_the_whole_time,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""this_puzzle_has_been_here_the_whole_time"",""type"":""puzzle""}}",NULL,0,NULL
46913,2026-01-16 19:10:56.188703-05,1005,hint_requested,replacements,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}",NULL,0,NULL
46922,2026-01-16 19:11:18.486885-05,134,hint_responded,a_wanderers_colorlog,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""a_wanderers_colorlog"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46923,2026-01-16 19:11:19.328537-05,51,hint_responded,shopping_spree,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46934,2026-01-16 19:11:40.741184-05,47,hint_responded,urban_angst,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""urban_angst"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
46999,2026-01-16 19:12:18.742693-05,4,hint_requested,do_they_have_chemistry,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""do_they_have_chemistry"",""type"":""puzzle""}}",NULL,0,NULL
47014,2026-01-16 19:12:49.659235-05,67,hint_responded,shopping_spree,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
47026,2026-01-16 19:12:56.365511-05,1568,hint_requested,exsportise,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""exsportise"",""type"":""puzzle""}}",NULL,0,NULL
47052,2026-01-16 19:13:22.584395-05,1005,hint_responded,replacements,0,"{""response"":""<REDACTED>"",""hint_resource"":{""slug"":""replacements"",""type"":""puzzle""}}","{""operator"":""<REDACTED>""}",0,NULL
47056,2026-01-16 19:13:30.894414-05,30,hint_requested,shopping_spree,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}",NULL,0,NULL
47077,2026-01-16 19:13:41.777085-05,67,hint_requested,shopping_spree,0,"{""request"":""<REDACTED>"",""hint_resource"":{""slug"":""shopping_spree"",""type"":""puzzle""}}",NULL,0,NULL
